epoch, i, loss
29, 22, 0.9749
29, 23, 0.9742
29, 24, 0.9705
29, 25, 0.9730
29, 26, 0.9737
29, 27, 0.9735
29, 28, 0.9749
29, 29, 0.9740
29, 30, 0.9700
29, 31, 0.9763
29, 32, 0.9724
29, 33, 0.9757
29, 34, 0.9743
29, 35, 0.9737
29, 36, 0.9719
29, 37, 0.9702
29, 38, 0.9733
29, 39, 0.9731
29, 40, 0.9726
29, 41, 0.9750
29, 42, 0.9737
30, 0, 0.9745
30, 1, 0.9740
30, 2, 0.9771
30, 3, 0.9747
30, 4, 0.9712
30, 5, 0.9745
30, 6, 0.9725
30, 7, 0.9719
30, 8, 0.9730
30, 9, 0.9729
30, 10, 0.9777
30, 11, 0.9734
30, 12, 0.9738
30, 13, 0.9742
30, 14, 0.9715
30, 15, 0.9707
30, 16, 0.9712
30, 17, 0.9750
30, 18, 0.9743
30, 19, 0.9699
30, 20, 0.9718
30, 21, 0.9746
30, 22, 0.9695
30, 23, 0.9754
30, 24, 0.9700
30, 25, 0.9735
30, 26, 0.9746
30, 27, 0.9735
30, 28, 0.9752
30, 29, 0.9737
30, 30, 0.9750
30, 31, 0.9745
30, 32, 0.9734
30, 33, 0.9731
30, 34, 0.9716
30, 35, 0.9717
30, 36, 0.9704
30, 37, 0.9707
30, 38, 0.9718
30, 39, 0.9731
30, 40, 0.9747
30, 41, 0.9713
30, 42, 0.9777
31, 0, 0.9746
31, 1, 0.9691
31, 2, 0.9742
31, 3, 0.9755
31, 4, 0.9724
31, 5, 0.9727
31, 6, 0.9747
31, 7, 0.9753
31, 8, 0.9738
31, 9, 0.9754
31, 10, 0.9741
31, 11, 0.9713
31, 12, 0.9734
31, 13, 0.9746
31, 14, 0.9703
31, 15, 0.9729
31, 16, 0.9750
31, 17, 0.9722
31, 18, 0.9703
31, 19, 0.9713
31, 20, 0.9689
31, 21, 0.9743
31, 22, 0.9742
31, 23, 0.9727
31, 24, 0.9727
31, 25, 0.9718
31, 26, 0.9733
31, 27, 0.9730
31, 28, 0.9718
31, 29, 0.9727
31, 30, 0.9739
31, 31, 0.9728
31, 32, 0.9728
31, 33, 0.9719
31, 34, 0.9740
31, 35, 0.9744
31, 36, 0.9757
31, 37, 0.9726
31, 38, 0.9707
31, 39, 0.9750
31, 40, 0.9674
31, 41, 0.9745
31, 42, 0.9725
32, 0, 0.9734
32, 1, 0.9700
32, 2, 0.9713
32, 3, 0.9720
32, 4, 0.9751
32, 5, 0.9738
32, 6, 0.9748
32, 7, 0.9716
32, 8, 0.9721
32, 9, 0.9736
32, 10, 0.9723
32, 11, 0.9725
32, 12, 0.9737
32, 13, 0.9750
32, 14, 0.9759
32, 15, 0.9719
32, 16, 0.9695
32, 17, 0.9701
32, 18, 0.9722
32, 19, 0.9736
32, 20, 0.9736
32, 21, 0.9738
32, 22, 0.9706
32, 23, 0.9736
32, 24, 0.9700
32, 25, 0.9721
32, 26, 0.9697
32, 27, 0.9756
32, 28, 0.9736
32, 29, 0.9686
32, 30, 0.9748
32, 31, 0.9732
32, 32, 0.9703
32, 33, 0.9743
32, 34, 0.9707
32, 35, 0.9715
32, 36, 0.9742
32, 37, 0.9749
32, 38, 0.9755
32, 39, 0.9721
32, 40, 0.9745
32, 41, 0.9732
32, 42, 0.9732
33, 0, 0.9739
33, 1, 0.9722
33, 2, 0.9739
33, 3, 0.9714
33, 4, 0.9724
33, 5, 0.9738
33, 6, 0.9720
33, 7, 0.9709
33, 8, 0.9736
33, 9, 0.9713
33, 10, 0.9734
33, 11, 0.9725
33, 12, 0.9743
33, 13, 0.9706
33, 14, 0.9724
33, 15, 0.9722
33, 16, 0.9716
33, 17, 0.9718
33, 18, 0.9711
33, 19, 0.9740
33, 20, 0.9727
33, 21, 0.9697
33, 22, 0.9717
33, 23, 0.9717
33, 24, 0.9712
33, 25, 0.9754
33, 26, 0.9749
33, 27, 0.9741
33, 28, 0.9726
33, 29, 0.9732
33, 30, 0.9742
33, 31, 0.9716
33, 32, 0.9705
33, 33, 0.9711
33, 34, 0.9754
33, 35, 0.9712
33, 36, 0.9732
33, 37, 0.9747
33, 38, 0.9682
33, 39, 0.9713
33, 40, 0.9714
33, 41, 0.9740
33, 42, 0.9729
34, 0, 0.9735
34, 1, 0.9716
34, 2, 0.9710
34, 3, 0.9708
34, 4, 0.9735
34, 5, 0.9723
34, 6, 0.9742
34, 7, 0.9715
34, 8, 0.9700
34, 9, 0.9705
34, 10, 0.9735
34, 11, 0.9704
34, 12, 0.9686
34, 13, 0.9715
34, 14, 0.9732
34, 15, 0.9714
34, 16, 0.9761
34, 17, 0.9720
34, 18, 0.9720
34, 19, 0.9720
34, 20, 0.9746
34, 21, 0.9747
34, 22, 0.9712
34, 23, 0.9727
34, 24, 0.9708
34, 25, 0.9710
34, 26, 0.9755
34, 27, 0.9745
34, 28, 0.9722
34, 29, 0.9748
34, 30, 0.9695
34, 31, 0.9714
34, 32, 0.9736
34, 33, 0.9721
34, 34, 0.9720
34, 35, 0.9723
34, 36, 0.9689
34, 37, 0.9734
34, 38, 0.9711
34, 39, 0.9717
34, 40, 0.9699
34, 41, 0.9708
34, 42, 0.9710
35, 0, 0.9712
35, 1, 0.9708
35, 2, 0.9680
35, 3, 0.9730
35, 4, 0.9720
35, 5, 0.9732
35, 6, 0.9694
35, 7, 0.9729
35, 8, 0.9756
35, 9, 0.9723
35, 10, 0.9721
35, 11, 0.9691
35, 12, 0.9697
35, 13, 0.9737
35, 14, 0.9737
35, 15, 0.9719
35, 16, 0.9752
35, 17, 0.9725
35, 18, 0.9746
35, 19, 0.9720
35, 20, 0.9730
35, 21, 0.9699
35, 22, 0.9722
35, 23, 0.9730
35, 24, 0.9695
35, 25, 0.9725
35, 26, 0.9698
35, 27, 0.9712
35, 28, 0.9750
35, 29, 0.9682
35, 30, 0.9735
35, 31, 0.9690
35, 32, 0.9729
35, 33, 0.9698
35, 34, 0.9729
35, 35, 0.9708
35, 36, 0.9726
35, 37, 0.9702
35, 38, 0.9738
35, 39, 0.9734
35, 40, 0.9715
35, 41, 0.9711
35, 42, 0.9714
36, 0, 0.9723
36, 1, 0.9752
36, 2, 0.9710
36, 3, 0.9717
36, 4, 0.9685
36, 5, 0.9710
36, 6, 0.9722
36, 7, 0.9741
36, 8, 0.9749
36, 9, 0.9727
36, 10, 0.9751
36, 11, 0.9711
36, 12, 0.9696
36, 13, 0.9707
36, 14, 0.9752
36, 15, 0.9702
36, 16, 0.9744
36, 17, 0.9712
36, 18, 0.9726
36, 19, 0.9727
36, 20, 0.9678
36, 21, 0.9698
36, 22, 0.9722
36, 23, 0.9737
36, 24, 0.9702
36, 25, 0.9726
36, 26, 0.9675
36, 27, 0.9702
36, 28, 0.9720
36, 29, 0.9746
36, 30, 0.9739
36, 31, 0.9720
36, 32, 0.9716
36, 33, 0.9736
36, 34, 0.9706
36, 35, 0.9705
36, 36, 0.9710
36, 37, 0.9713
36, 38, 0.9694
36, 39, 0.9692
36, 40, 0.9724
36, 41, 0.9702
36, 42, 0.9722
37, 0, 0.9726
37, 1, 0.9719
37, 2, 0.9709
37, 3, 0.9669
37, 4, 0.9685
37, 5, 0.9721
37, 6, 0.9686
37, 7, 0.9708
37, 8, 0.9731
37, 9, 0.9699
37, 10, 0.9698
37, 11, 0.9699
37, 12, 0.9720
37, 13, 0.9705
37, 14, 0.9741
37, 15, 0.9749
37, 16, 0.9730
37, 17, 0.9709
37, 18, 0.9737
37, 19, 0.9698
37, 20, 0.9688
37, 21, 0.9695
37, 22, 0.9754
37, 23, 0.9715
37, 24, 0.9692
37, 25, 0.9724
37, 26, 0.9727
37, 27, 0.9727
37, 28, 0.9714
37, 29, 0.9745
37, 30, 0.9699
37, 31, 0.9710
37, 32, 0.9711
37, 33, 0.9748
37, 34, 0.9703
37, 35, 0.9702
37, 36, 0.9718
37, 37, 0.9680
37, 38, 0.9714
37, 39, 0.9751
37, 40, 0.9708
37, 41, 0.9739
37, 42, 0.9707
38, 0, 0.9689
38, 1, 0.9710
38, 2, 0.9688
38, 3, 0.9715
38, 4, 0.9697
38, 5, 0.9742
38, 6, 0.9698
38, 7, 0.9741
38, 8, 0.9733
38, 9, 0.9702
38, 10, 0.9731
38, 11, 0.9705
38, 12, 0.9701
38, 13, 0.9722
38, 14, 0.9688
38, 15, 0.9728
38, 16, 0.9710
38, 17, 0.9719
38, 18, 0.9707
38, 19, 0.9730
38, 20, 0.9709
38, 21, 0.9726
38, 22, 0.9730
38, 23, 0.9664
38, 24, 0.9734
38, 25, 0.9744
38, 26, 0.9699
38, 27, 0.9684
38, 28, 0.9724
38, 29, 0.9696
38, 30, 0.9733
38, 31, 0.9705
38, 32, 0.9682
38, 33, 0.9712
38, 34, 0.9712
38, 35, 0.9699
38, 36, 0.9719
38, 37, 0.9706
38, 38, 0.9719
38, 39, 0.9704
38, 40, 0.9733
38, 41, 0.9710
38, 42, 0.9705
39, 0, 0.9708
39, 1, 0.9714
39, 2, 0.9736
39, 3, 0.9732
39, 4, 0.9721
39, 5, 0.9707
39, 6, 0.9710
39, 7, 0.9741
39, 8, 0.9717
39, 9, 0.9694
39, 10, 0.9666
39, 11, 0.9727
39, 12, 0.9701
39, 13, 0.9692
39, 14, 0.9716
39, 15, 0.9700
39, 16, 0.9701
39, 17, 0.9687
39, 18, 0.9679
39, 19, 0.9705
39, 20, 0.9677
39, 21, 0.9708
39, 22, 0.9677
39, 23, 0.9706
39, 24, 0.9675
39, 25, 0.9711
39, 26, 0.9701
39, 27, 0.9736
39, 28, 0.9750
39, 29, 0.9719
39, 30, 0.9698
39, 31, 0.9689
39, 32, 0.9712
39, 33, 0.9697
39, 34, 0.9719
39, 35, 0.9707
39, 36, 0.9730
39, 37, 0.9704
39, 38, 0.9705
39, 39, 0.9726
39, 40, 0.9715
39, 41, 0.9707
39, 42, 0.9689
40, 0, 0.9711
40, 1, 0.9724
40, 2, 0.9661
40, 3, 0.9711
40, 4, 0.9709
40, 5, 0.9687
40, 6, 0.9672
40, 7, 0.9710
40, 8, 0.9718
40, 9, 0.9720
40, 10, 0.9701
40, 11, 0.9732
40, 12, 0.9746
40, 13, 0.9726
40, 14, 0.9715
40, 15, 0.9704
40, 16, 0.9698
40, 17, 0.9694
40, 18, 0.9695
40, 19, 0.9722
40, 20, 0.9686
40, 21, 0.9682
40, 22, 0.9724
40, 23, 0.9691
40, 24, 0.9709
40, 25, 0.9691
40, 26, 0.9672
40, 27, 0.9707
40, 28, 0.9710
40, 29, 0.9722
40, 30, 0.9726
40, 31, 0.9707
40, 32, 0.9733
40, 33, 0.9711
40, 34, 0.9725
40, 35, 0.9710
40, 36, 0.9690
40, 37, 0.9710
40, 38, 0.9645
40, 39, 0.9706
40, 40, 0.9690
40, 41, 0.9708
40, 42, 0.9701
41, 0, 0.9714
41, 1, 0.9722
41, 2, 0.9695
41, 3, 0.9693
41, 4, 0.9701
41, 5, 0.9696
41, 6, 0.9707
41, 7, 0.9713
41, 8, 0.9713
41, 9, 0.9715
41, 10, 0.9685
41, 11, 0.9688
41, 12, 0.9724
41, 13, 0.9694
41, 14, 0.9688
41, 15, 0.9706
41, 16, 0.9687
41, 17, 0.9685
41, 18, 0.9702
41, 19, 0.9695
41, 20, 0.9712
41, 21, 0.9718
41, 22, 0.9709
41, 23, 0.9724
41, 24, 0.9716
41, 25, 0.9723
41, 26, 0.9697
41, 27, 0.9659
41, 28, 0.9712
41, 29, 0.9697
41, 30, 0.9708
41, 31, 0.9654
41, 32, 0.9714
41, 33, 0.9715
41, 34, 0.9690
41, 35, 0.9695
41, 36, 0.9703
41, 37, 0.9710
41, 38, 0.9724
41, 39, 0.9713
41, 40, 0.9692
41, 41, 0.9719
41, 42, 0.9671
42, 0, 0.9694
42, 1, 0.9701
42, 2, 0.9666
42, 3, 0.9700
42, 4, 0.9726
42, 5, 0.9689
42, 6, 0.9700
42, 7, 0.9705
42, 8, 0.9694
42, 9, 0.9723
42, 10, 0.9700
42, 11, 0.9696
42, 12, 0.9708
42, 13, 0.9690
42, 14, 0.9705
42, 15, 0.9697
42, 16, 0.9702
42, 17, 0.9716
42, 18, 0.9708
42, 19, 0.9701
42, 20, 0.9714
42, 21, 0.9692
42, 22, 0.9705
42, 23, 0.9678
42, 24, 0.9688
42, 25, 0.9704
42, 26, 0.9665
42, 27, 0.9700
42, 28, 0.9684
42, 29, 0.9703
42, 30, 0.9720
42, 31, 0.9714
42, 32, 0.9662
42, 33, 0.9684
42, 34, 0.9695
42, 35, 0.9717
42, 36, 0.9733
42, 37, 0.9717
42, 38, 0.9686
42, 39, 0.9709
42, 40, 0.9720
42, 41, 0.9685
42, 42, 0.9705
43, 0, 0.9713
43, 1, 0.9700
43, 2, 0.9717
43, 3, 0.9708
43, 4, 0.9701
43, 5, 0.9682
43, 6, 0.9707
43, 7, 0.9699
43, 8, 0.9693
43, 9, 0.9689
43, 10, 0.9698
43, 11, 0.9656
43, 12, 0.9685
43, 13, 0.9716
43, 14, 0.9729
43, 15, 0.9683
43, 16, 0.9685
43, 17, 0.9696
43, 18, 0.9695
43, 19, 0.9715
43, 20, 0.9703
43, 21, 0.9717
43, 22, 0.9715
43, 23, 0.9725
43, 24, 0.9701
43, 25, 0.9709
43, 26, 0.9684
43, 27, 0.9674
43, 28, 0.9696
43, 29, 0.9702
43, 30, 0.9679
43, 31, 0.9706
43, 32, 0.9708
43, 33, 0.9697
43, 34, 0.9689
43, 35, 0.9709
43, 36, 0.9697
43, 37, 0.9661
43, 38, 0.9666
43, 39, 0.9709
43, 40, 0.9702
43, 41, 0.9709
43, 42, 0.9709
44, 0, 0.9717
44, 1, 0.9683
44, 2, 0.9691
44, 3, 0.9710
44, 4, 0.9683
44, 5, 0.9700
44, 6, 0.9695
44, 7, 0.9715
44, 8, 0.9676
44, 9, 0.9693
44, 10, 0.9695
44, 11, 0.9689
44, 12, 0.9718
44, 13, 0.9737
44, 14, 0.9699
44, 15, 0.9688
44, 16, 0.9721
44, 17, 0.9672
44, 18, 0.9693
44, 19, 0.9717
44, 20, 0.9676
44, 21, 0.9713
44, 22, 0.9696
44, 23, 0.9692
44, 24, 0.9655
44, 25, 0.9697
44, 26, 0.9677
44, 27, 0.9697
44, 28, 0.9701
44, 29, 0.9709
44, 30, 0.9705
44, 31, 0.9666
44, 32, 0.9709
44, 33, 0.9712
44, 34, 0.9678
44, 35, 0.9692
44, 36, 0.9701
44, 37, 0.9681
44, 38, 0.9704
44, 39, 0.9670
44, 40, 0.9720
44, 41, 0.9674
44, 42, 0.9642
45, 0, 0.9697
45, 1, 0.9674
45, 2, 0.9714
45, 3, 0.9716
45, 4, 0.9696
45, 5, 0.9656
45, 6, 0.9676
45, 7, 0.9682
45, 8, 0.9702
45, 9, 0.9685
45, 10, 0.9692
45, 11, 0.9735
45, 12, 0.9676
45, 13, 0.9701
45, 14, 0.9675
45, 15, 0.9674
45, 16, 0.9702
45, 17, 0.9689
45, 18, 0.9675
45, 19, 0.9663
45, 20, 0.9662
45, 21, 0.9702
45, 22, 0.9719
45, 23, 0.9710
45, 24, 0.9685
45, 25, 0.9699
45, 26, 0.9723
45, 27, 0.9690
45, 28, 0.9669
45, 29, 0.9701
45, 30, 0.9670
45, 31, 0.9745
45, 32, 0.9706
45, 33, 0.9695
45, 34, 0.9676
45, 35, 0.9666
45, 36, 0.9679
45, 37, 0.9728
45, 38, 0.9673
45, 39, 0.9693
45, 40, 0.9696
45, 41, 0.9715
45, 42, 0.9716
46, 0, 0.9700
46, 1, 0.9682
46, 2, 0.9701
46, 3, 0.9723
46, 4, 0.9731
46, 5, 0.9683
46, 6, 0.9693
46, 7, 0.9686
46, 8, 0.9690
46, 9, 0.9713
46, 10, 0.9667
46, 11, 0.9668
46, 12, 0.9679
46, 13, 0.9699
46, 14, 0.9668
46, 15, 0.9705
46, 16, 0.9669
46, 17, 0.9655
46, 18, 0.9699
46, 19, 0.9690
46, 20, 0.9708
46, 21, 0.9675
46, 22, 0.9679
46, 23, 0.9723
46, 24, 0.9699
46, 25, 0.9711
46, 26, 0.9688
46, 27, 0.9676
46, 28, 0.9677
46, 29, 0.9678
46, 30, 0.9671
46, 31, 0.9656
46, 32, 0.9703
46, 33, 0.9683
46, 34, 0.9715
46, 35, 0.9724
46, 36, 0.9665
46, 37, 0.9685
46, 38, 0.9689
46, 39, 0.9675
46, 40, 0.9702
46, 41, 0.9715
46, 42, 0.9695
47, 0, 0.9690
47, 1, 0.9664
47, 2, 0.9631
47, 3, 0.9676
47, 4, 0.9674
47, 5, 0.9678
47, 6, 0.9680
47, 7, 0.9716
47, 8, 0.9679
47, 9, 0.9696
47, 10, 0.9682
47, 11, 0.9724
47, 12, 0.9723
47, 13, 0.9667
47, 14, 0.9678
47, 15, 0.9679
47, 16, 0.9698
47, 17, 0.9647
47, 18, 0.9687
47, 19, 0.9711
47, 20, 0.9660
47, 21, 0.9667
47, 22, 0.9686
47, 23, 0.9710
47, 24, 0.9699
47, 25, 0.9675
47, 26, 0.9729
47, 27, 0.9689
47, 28, 0.9675
47, 29, 0.9740
47, 30, 0.9692
47, 31, 0.9662
47, 32, 0.9715
47, 33, 0.9673
47, 34, 0.9673
47, 35, 0.9709
47, 36, 0.9688
47, 37, 0.9647
47, 38, 0.9696
47, 39, 0.9684
47, 40, 0.9646
47, 41, 0.9705
47, 42, 0.9704
48, 0, 0.9640
48, 1, 0.9725
48, 2, 0.9724
48, 3, 0.9656
48, 4, 0.9656
48, 5, 0.9692
48, 6, 0.9722
48, 7, 0.9687
48, 8, 0.9653
48, 9, 0.9669
48, 10, 0.9718
48, 11, 0.9660
48, 12, 0.9690
48, 13, 0.9658
48, 14, 0.9708
48, 15, 0.9724
48, 16, 0.9706
48, 17, 0.9673
48, 18, 0.9676
48, 19, 0.9652
48, 20, 0.9651
48, 21, 0.9712
48, 22, 0.9688
48, 23, 0.9684
48, 24, 0.9693
48, 25, 0.9697
48, 26, 0.9655
48, 27, 0.9681
48, 28, 0.9683
48, 29, 0.9711
48, 30, 0.9705
48, 31, 0.9668
48, 32, 0.9661
48, 33, 0.9676
48, 34, 0.9709
48, 35, 0.9689
48, 36, 0.9679
48, 37, 0.9685
48, 38, 0.9691
48, 39, 0.9668
48, 0, 0.9657
48, 1, 0.9711
48, 2, 0.9704
48, 3, 0.9711
48, 4, 0.9685
48, 5, 0.9654
48, 6, 0.9729
48, 7, 0.9716
48, 8, 0.9693
48, 9, 0.9655
48, 10, 0.9662
48, 11, 0.9681
48, 12, 0.9714
48, 13, 0.9669
48, 14, 0.9674
48, 15, 0.9663
48, 16, 0.9708
48, 17, 0.9709
48, 18, 0.9687
48, 19, 0.9712
48, 20, 0.9681
48, 21, 0.9688
48, 22, 0.9680
48, 23, 0.9689
48, 24, 0.9656
48, 25, 0.9678
48, 26, 0.9668
48, 27, 0.9673
48, 28, 0.9639
48, 29, 0.9699
48, 30, 0.9677
48, 31, 0.9653
48, 32, 0.9701
48, 33, 0.9712
48, 34, 0.9674
48, 35, 0.9655
48, 36, 0.9677
48, 37, 0.9672
48, 38, 0.9688
48, 39, 0.9675
48, 40, 0.9643
48, 41, 0.9678
48, 42, 0.9695
49, 0, 0.9698
49, 1, 0.9677
49, 2, 0.9695
49, 3, 0.9683
49, 4, 0.9704
49, 5, 0.9644
49, 6, 0.9690
49, 7, 0.9719
49, 8, 0.9690
49, 9, 0.9679
49, 10, 0.9703
49, 11, 0.9658
49, 12, 0.9692
49, 13, 0.9667
49, 14, 0.9696
49, 15, 0.9681
49, 16, 0.9680
49, 17, 0.9670
49, 18, 0.9685
49, 19, 0.9669
49, 20, 0.9684
49, 21, 0.9664
49, 22, 0.9680
49, 23, 0.9650
49, 24, 0.9663
49, 25, 0.9679
49, 26, 0.9630
49, 27, 0.9661
49, 28, 0.9659
49, 29, 0.9714
49, 30, 0.9680
49, 31, 0.9668
49, 32, 0.9682
49, 33, 0.9705
49, 34, 0.9654
49, 35, 0.9637
49, 36, 0.9631
49, 37, 0.9668
49, 38, 0.9659
49, 39, 0.9669
49, 40, 0.9657
49, 41, 0.9663
49, 42, 0.9692
50, 0, 0.9653
50, 1, 0.9684
50, 2, 0.9668
50, 3, 0.9702
50, 4, 0.9634
50, 5, 0.9661
50, 6, 0.9669
50, 7, 0.9616
50, 8, 0.9702
50, 9, 0.9684
50, 10, 0.9708
50, 11, 0.9646
50, 12, 0.9670
50, 13, 0.9649
50, 14, 0.9642
50, 15, 0.9641
50, 16, 0.9633
50, 17, 0.9666
50, 18, 0.9654
50, 19, 0.9690
50, 20, 0.9671
50, 21, 0.9717
50, 22, 0.9625
50, 23, 0.9662
50, 24, 0.9657
50, 25, 0.9703
50, 26, 0.9673
50, 27, 0.9640
50, 28, 0.9701
50, 29, 0.9664
50, 30, 0.9670
50, 31, 0.9668
50, 32, 0.9688
50, 33, 0.9653
50, 34, 0.9717
50, 35, 0.9674
50, 36, 0.9659
50, 37, 0.9656
50, 38, 0.9666
50, 39, 0.9655
50, 40, 0.9635
50, 41, 0.9644
50, 42, 0.9693
51, 0, 0.9661
51, 1, 0.9678
51, 2, 0.9661
51, 3, 0.9705
51, 4, 0.9679
51, 5, 0.9655
51, 6, 0.9633
51, 7, 0.9674
51, 8, 0.9639
51, 9, 0.9645
51, 10, 0.9671
51, 11, 0.9638
51, 12, 0.9631
51, 13, 0.9693
51, 14, 0.9652
51, 15, 0.9612
51, 16, 0.9641
51, 17, 0.9666
51, 18, 0.9679
51, 19, 0.9657
51, 20, 0.9618
51, 21, 0.9650
51, 22, 0.9662
51, 23, 0.9632
51, 24, 0.9662
51, 25, 0.9673
51, 26, 0.9679
51, 27, 0.9636
51, 28, 0.9656
51, 29, 0.9660
51, 30, 0.9663
51, 31, 0.9658
51, 32, 0.9633
51, 33, 0.9686
51, 34, 0.9639
51, 35, 0.9654
51, 36, 0.9637
51, 37, 0.9677
51, 38, 0.9642
51, 39, 0.9692
51, 40, 0.9681
51, 41, 0.9674
51, 42, 0.9683
52, 0, 0.9627
52, 1, 0.9690
52, 2, 0.9711
52, 3, 0.9674
52, 4, 0.9644
52, 5, 0.9593
52, 6, 0.9618
52, 7, 0.9676
52, 8, 0.9601
52, 9, 0.9621
52, 10, 0.9679
52, 11, 0.9664
52, 12, 0.9609
52, 13, 0.9634
52, 14, 0.9631
52, 15, 0.9684
52, 16, 0.9669
52, 17, 0.9652
52, 18, 0.9672
52, 19, 0.9670
52, 20, 0.9660
52, 21, 0.9659
52, 22, 0.9649
52, 23, 0.9632
52, 24, 0.9630
52, 25, 0.9649
52, 26, 0.9638
52, 27, 0.9670
52, 28, 0.9653
52, 29, 0.9662
52, 30, 0.9656
52, 31, 0.9609
52, 32, 0.9669
52, 33, 0.9636
52, 34, 0.9617
52, 35, 0.9631
52, 36, 0.9660
52, 37, 0.9651
52, 38, 0.9647
52, 39, 0.9640
52, 40, 0.9619
52, 41, 0.9620
52, 42, 0.9660
53, 0, 0.9653
53, 1, 0.9632
53, 2, 0.9644
53, 3, 0.9651
53, 4, 0.9605
53, 5, 0.9632
53, 6, 0.9624
53, 7, 0.9676
53, 8, 0.9619
53, 9, 0.9705
53, 10, 0.9643
53, 11, 0.9603
53, 12, 0.9626
53, 13, 0.9617
53, 14, 0.9614
53, 15, 0.9656
53, 16, 0.9647
53, 17, 0.9572
53, 18, 0.9630
53, 19, 0.9652
53, 20, 0.9660
53, 21, 0.9692
53, 22, 0.9631
53, 23, 0.9656
53, 24, 0.9647
53, 25, 0.9628
53, 26, 0.9632
53, 27, 0.9637
53, 28, 0.9645
53, 29, 0.9634
53, 30, 0.9613
53, 31, 0.9614
53, 32, 0.9624
53, 33, 0.9644
53, 34, 0.9660
53, 35, 0.9662
53, 36, 0.9678
53, 37, 0.9633
53, 38, 0.9604
53, 39, 0.9645
53, 40, 0.9627
53, 41, 0.9653
53, 42, 0.9714
54, 0, 0.9626
54, 1, 0.9621
54, 2, 0.9656
54, 3, 0.9634
54, 4, 0.9635
54, 5, 0.9625
54, 6, 0.9599
54, 7, 0.9604
54, 8, 0.9587
54, 9, 0.9603
54, 10, 0.9690
54, 11, 0.9657
54, 12, 0.9623
54, 13, 0.9644
54, 14, 0.9641
54, 15, 0.9607
54, 16, 0.9601
54, 17, 0.9661
54, 18, 0.9591
54, 19, 0.9668
54, 20, 0.9598
54, 21, 0.9617
54, 22, 0.9594
54, 23, 0.9592
54, 24, 0.9618
54, 25, 0.9650
54, 26, 0.9641
54, 27, 0.9617
54, 28, 0.9662
54, 29, 0.9592
54, 30, 0.9694
54, 31, 0.9635
54, 32, 0.9602
54, 33, 0.9642
54, 34, 0.9576
54, 35, 0.9698
54, 36, 0.9641
54, 37, 0.9635
54, 38, 0.9594
54, 39, 0.9628
54, 40, 0.9622
54, 41, 0.9595
54, 42, 0.9620
55, 0, 0.9657
55, 1, 0.9620
55, 2, 0.9614
55, 3, 0.9614
55, 4, 0.9605
55, 5, 0.9597
55, 6, 0.9593
55, 7, 0.9662
55, 8, 0.9598
55, 9, 0.9624
55, 10, 0.9600
55, 11, 0.9625
55, 12, 0.9628
55, 13, 0.9604
55, 14, 0.9640
55, 15, 0.9660
55, 16, 0.9620
55, 17, 0.9601
55, 18, 0.9594
55, 19, 0.9568
55, 20, 0.9588
55, 21, 0.9582
55, 22, 0.9598
55, 23, 0.9634
55, 24, 0.9636
55, 25, 0.9587
55, 26, 0.9627
55, 27, 0.9624
55, 28, 0.9637
55, 29, 0.9580
55, 30, 0.9584
55, 31, 0.9568
55, 32, 0.9572
55, 33, 0.9616
55, 34, 0.9620
55, 35, 0.9592
55, 36, 0.9639
55, 37, 0.9639
55, 38, 0.9625
55, 39, 0.9625
55, 40, 0.9586
55, 41, 0.9619
55, 42, 0.9630
56, 0, 0.9630
56, 1, 0.9573
56, 2, 0.9585
56, 3, 0.9584
56, 4, 0.9586
56, 5, 0.9563
56, 6, 0.9627
56, 7, 0.9647
56, 8, 0.9624
56, 9, 0.9556
56, 10, 0.9650
56, 11, 0.9617
56, 12, 0.9622
56, 13, 0.9629
56, 14, 0.9542
56, 15, 0.9589
56, 16, 0.9557
56, 17, 0.9620
56, 18, 0.9610
56, 19, 0.9621
56, 20, 0.9604
56, 21, 0.9635
56, 22, 0.9571
56, 23, 0.9639
56, 24, 0.9568
56, 25, 0.9588
56, 26, 0.9542
56, 27, 0.9548
56, 28, 0.9631
56, 29, 0.9653
56, 30, 0.9607
56, 31, 0.9589
56, 32, 0.9584
56, 33, 0.9583
56, 34, 0.9608
56, 35, 0.9584
56, 36, 0.9618
56, 37, 0.9602
56, 38, 0.9570
56, 39, 0.9577
56, 40, 0.9596
56, 41, 0.9615
56, 42, 0.9587
57, 0, 0.9595
57, 1, 0.9563
57, 2, 0.9593
57, 3, 0.9570
57, 4, 0.9606
57, 5, 0.9566
57, 6, 0.9532
57, 7, 0.9598
57, 8, 0.9555
57, 9, 0.9579
57, 10, 0.9598
57, 11, 0.9524
57, 12, 0.9633
57, 13, 0.9614
57, 14, 0.9596
57, 15, 0.9592
57, 16, 0.9602
57, 17, 0.9618
57, 18, 0.9609
57, 19, 0.9617
57, 20, 0.9573
57, 21, 0.9582
57, 22, 0.9608
57, 23, 0.9598
57, 24, 0.9623
57, 25, 0.9546
57, 26, 0.9620
57, 27, 0.9607
57, 28, 0.9592
57, 29, 0.9603
57, 30, 0.9567
57, 31, 0.9591
57, 32, 0.9574
57, 33, 0.9570
57, 34, 0.9571
57, 35, 0.9565
57, 36, 0.9582
57, 37, 0.9530
57, 38, 0.9527
57, 39, 0.9563
57, 40, 0.9534
57, 41, 0.9605
57, 42, 0.9526
58, 0, 0.9558
58, 1, 0.9555
58, 2, 0.9546
58, 3, 0.9611
58, 4, 0.9572
58, 5, 0.9559
